Company Name,Stock Name,Filing Time,New Product,Product Description
Tapestry, Inc.,TPS,2025-02-19T16:19:08-05:00,Alexa Frames,Smart home devices with Alexa integration
TPS Composites Inc.,TPL,2024-11-06T16:17:32-05:00,TPS Composite Matrix for 3D Printing,A high-performance composite material designed for use in 3D printing applications
_tpl inc.,TPL,2024-08-27T16:27:56-04:00,TPL-1000,Portable medical device
TPP Inc.,TPL,2023-11-01T16:16:35-04:00,TLN-1,First commercial version of our proprietary long-range wireless charging technology
Aptiv PLC,APTV,2024-02-23T16:00:51-05:00,Aptiv announces new product for the automotive industry,Advanced driver-assistance system (ADAS) technology
Cognizant Technology Solutions,CTSH,2023-11-09T12:47:32-05:00,Cognizant AI Platform,Artificial Intelligence and Machine Learning Services for Large Enterprises
Spectra Pharmaceuticals Inc.,SPTR,2023-10-26T06:32:32-04:00,Vapena (nasal spray) for the treatment of epistaxis,Vapena is a non-adherence-based, non-anesthetic, nasal spray for the treatment of episodic and recurrent acute epistaxis.
Aptiv plc,APTV,2022-12-07T16:46:54-05:00,Autonomous Vehicle System,Development of autonomous vehicle system for increased efficiency and safety
Teladoc Health, Inc.,TDOC,2025-01-30T06:03:21-05:00,Teladoc’s new product allows patients to receive personalized health plans and wellness programs based on their genetic profiles and lifestyle information,Personalized health plans and wellness programs
Teladoc Health Inc.,TDOC,2024-10-23T06:03:27-04:00,Luna Platform,A platform to support primary care physicians and patients
Thermo Fisher Scientific Inc.,TMO,2024-05-24T16:18:01-04:00,Unity,A next-generation sequencing platform
TELEFERTIL LLC,TMO,2024-04-24T06:03:01-04:00,EARTH-OBSERVER ,a new, innovative  technology designed to improve farm productivity and yield
Taiwan Semiconductor Manufacturing Company,TSM,2023-12-05T16:21:59-05:00,Nanotech-based 5G chipsets for smartphones,Enhanced performance and energy efficiency for 5G devices
TELADANA GROUP INC ,TMO,2023-08-08T07:57:09-04:00,TRILOGY V1.0 ,A new triplex system for enhanced oxygenation of hemoglobin.
Teladoc Health, Inc.,TDOC,2023-07-26T06:02:31-04:00,Teladoc Health to Launch New Digital Mental Health Platform,a comprehensive digital mental health platform designed to provide personalized support for patients with anxiety, depression and other mental health conditions.
TJX Company,TJX,2024-09-23T14:12:16-04:00,Gucci X TJX Collection,Limited-edition collaboration with Gucci featuring exclusive designs from TJX Company.
Sears Holtzbrincker Retail Holdings Inc.,TSCO,2024-12-20T08:02:01-05:00,Frito-Lay to Launch New Line of Baked Chips,A new line of baked chips, with a focus on healthier ingredients and unique flavors
TSCC Holdings, Inc.,TSCO,2024-10-24T07:06:08-04:00,Sustainability Initiatives,implementation of a comprehensive sustainability program to reduce carbon footprint and improve supply chain practices.
Sysco Corporation,TSCO,2024-05-10T16:01:22-04:00, Sysco Acquires Majority Stake in Singapore-Based Food Service Distributor,Acquisition to expand Sysco's presence in the Asia-Pacific region.
Tesco Holdings Inc.,TSCO,2024-04-25T08:11:01-04:00,GrubCycle,GrubCycle is a new food recovery and recycling technology designed to help restaurants and retailers reduce food waste, increase sustainability, and improve supply chain efficiency.
Taco Bell Corporation,TSCO,2023-08-03T09:04:01-04:00,Gordita Crunch Kit,A new kit featuring the popular Gordita Crunch menu item, available for purchase starting August 7
TT Technologies Inc.,TT,2025-02-06T06:02:55-05:00,SmartContact Lenses,Advanced vision correction technology with built-in blue light filtering and health monitoring capabilities
TT Technologies Inc.,TT,2024-04-30T06:00:39-04:00,TT-NP-001,New Polymer-Based Printing Technology
TT Technologies Inc.,TT,2024-01-10T16:29:34-05:00,Quantum Computing Chip, Revolutionary quantum computing chip designed for high-performance computing applications.
TT Technologies Inc.,TTND,2023-06-02T06:00:37-04:00,Next-Generation 5G Network Solution,A cutting-edge network solution designed for 5G infrastructure, featuring advanced antennas and signal amplification technology.
TT Technologies Inc.,TT,2023-03-03T16:13:05-05:00,Quantum Computing Chip,Quantum computing chip with enhanced processing capabilities.
TT Technologies Inc.,TT,2023-02-02T06:32:54-05:00,TT-X1 Smartwatch,Smartwatch with AI-powered health monitoring and fitness tracking
TDG Energy Inc.,TDG,2025-03-07T07:16:16-05:00,Enhanced Geothermal System (EGS) Technology,New EGS technology increases efficiency and lowers costs for geothermal energy production.
TDG Technologies Inc.,TDG,2024-08-06T07:19:26-04:00,Next Generation Digital Display,A high-performance digital display for enhanced visualization and interaction.
TDG Energy Inc.,TDG,2024-02-12T17:01:31-05:00,EcoCycle,A sustainable waste management solution for commercial customers.
State Farm Group, Inc.,TRV,2023-05-26T06:57:52-04:00,State Farm's new mobile app feature that allows users to report claims and schedule appointments directly from the app.,Direct access to claims reporting and appointment scheduling
Truist Financial Corp.,TRV,2023-03-31T06:57:29-04:00, Truist to Launch New Digital Mortgage Platform ,A digital mortgage platform that streamlines the mortgage application process, providing a more efficient and personalized experience for customers
The Home Depot Inc.,HD,2022-01-25T14:04:06-05:00,ProX,A new line of home improvement products with enhanced durability and sustainability features
The Home Depot Inc.,HD,2022-09-07T08:00:53-04:00,Appliance Hub,new product details not found in the provided text
Trumett Biosciences Inc.,TRMB,2025-01-15T17:18:12-05:00,TRM-BP100,A new treatment for atrial fibrillation
Terawatt Corporation,TFC,2024-05-10T16:15:50-04:00,Nova-X Energy Storage Systems,Next-generation, high-capacity energy storage solutions for commercial and industrial applications.
The Coca-Cola Company,KO,2023-12-22T16:30:24-05:00,Mello Yello Zero Calorie,A new zero-calorie version of the classic Mello Yello citrus soda.
Tyson Foods, Inc.,TYL,2024-10-23T16:25:58-04:00,Plant-Based Bacon,New plant-based bacon alternative for consumers seeking more flexible and sustainable protein options.
TYL,TYL,2024-07-24T16:28:53-04:00,TL-1000,Next-generation hearing aid with advanced noise-cancellation technology and extended battery life
TAL Education Group Inc.,TTY,2022-02-16T14:03:04-05:00,Smart Classrooms,introduce smart classroom solutions, enhancing teaching capabilities and student learning experience.
TELEVERION, Inc.,TYL,2024-04-24T16:24:32-04:00,Tricore DNA Sequencing Solution,A next-generation sequencing solution with enhanced sensitivity and specificity
TYLinear Technology Inc.,TYL,2023-05-15T12:44:16-04:00,Catalyst X1,A high-performance catalyst for the chemical industry
Tyson Foods, Inc.,TSN,2023-02-15T16:48:36-05:00,Tyson Foods, Inc. announced the launch of its new plant-based Tyson “Beyond Meat”- style chicken strips.,new plant-based Tyson Beyond Meat-style chicken strips
TY Linear Technologies Inc.,TYL,2022-05-18T11:05:01-04:00,TX-7000 Series,A new line of linear motion systems for industrial applications.
Tesla Inc.,TSLA,2024-09-07T12:00:00-04:00,Cybertruck 3.0,Enhanced Range and Performance
Tesla, Inc.,TSLA,2024-06-28T16:55:47-04:00,Full Self-Driving Capability 10.5,Enhanced Autopilot system with improved accuracy and responsiveness.
TSN Inc.,TSN,2024-06-13T16:52:57-04:00,TSN-123,New nicotine replacement therapy
TandemHealth Inc.,TSN,2024-06-12T16:35:27-04:00,AI-Powered Mental Health Chatbot,an innovative, AI-driven platform for mental health support
TSN Inc.,TSN,2024-03-08T16:30:19-05:00,TS-1000 Smart Bike Helmet,High-tech safety helmet with AI-powered collision detection and augmented reality display
Tesla, Inc.,TSLA,2023-12-07T16:17:37-05:00,Full Self-Driving Capability (FSD) 2.0,Enhanced autonomous driving technology
Tesla, Inc.,TSLA,2023-05-15T09:10:02-04:00,Full Self-Driving Capability (FSD),Enhanced autonomous driving technology
Seagate Technology PLC,STXN,2023-02-13T15:03:37-05:00,Project Code,A new data storage technology project
Advanced Micro Devices Inc.,AMD,2023-12-07T14:01:04-05:00,Epyc Server,Enhanced Epyc server processor
Verizon Communications Inc.,VZ,2022-12-09T14:03:00-05:00,5G Ultra Wideband Network Expansion,Expansion of 5G network capabilities to additional markets and customers.
XyloPharma Inc.,XYLO,2022-07-08T10:34:13-04:00,Vysenna Capsules for ADHD and Dyslexia Treatment,New oral capsule formulation of Visenna, an FDA-approved medication for Attention Deficit Hyperactivity Disorder (ADHD) and dyslexia symptoms.
Apple Inc.,AAPL,2024-07-16T17:00:57-04:00,AirPods Pro (3rd Generation),Next-generation wireless earbuds with improved noise cancellation and new features.
NVIDIA Corporation,NVDA,2024-06-27T11:15:05-04:00,Deep Learning Super Sampling 2,Enhanced deep learning acceleration for enhanced rendering quality.
NVIDIA Corporation,NVDA,2024-05-06T09:20:14-04:00,Ada Loop 2.0,Next-generation, high-performance computing platform for AI and HPC applications.
UBER,UBER,2024-08-06T06:58:28-04:00,UBER Works,A new electric bike service for urban commutes
UBER,UBER,2024-05-08T06:56:02-04:00,Uber Air Taxi Service Expansion,Expansion of Uber Air Taxi service to new cities and markets.
Uber Technologies, Inc.,UBER,2024-02-14T06:55:59-05:00,Uber Air Taxi Service,Urban air mobility service for short- and medium-distance flights
UBER,UBER,2024-02-07T06:56:27-05:00,Uber Freight 2.0,Enhanced truckload brokerage platform
Uber Technologies, Inc.,UBER,2023-11-03T06:45:30-04:00,Uber Air Taxi Service Launches in New York City,Uber Air taxi service launches in New York City, offering on-demand air transportation to select neighborhoods.
Uber Technologies Inc.,UBER,2023-06-30T16:05:46-04:00,Uber Air Taxi Services,Expanded air taxi services with improved navigation and safety features.
UDR Inc.,UDR,2024-08-19T16:16:57-04:00,Eco-Friendly Roofing Solutions,Innovative, sustainable roofing materials for residential and commercial buildings.
Udena Resources Inc.,UDR,2024-07-30T16:18:30-04:00,Newmont Corporation and Udena Resources Announce the Acquisition of Udena's Lithium Project in Argentina,Acquisition of lithium project in Argentina to advance lithium production
United Therapeutics Corporation,UDR,2024-05-28T16:25:03-04:00,Siponimod for Treating Primary Progressive Multiple Sclerosis in Patients Who Have Experienced a Relapse,Phase III Study to Evaluate Efficacy and Safety of Siponimod
Union Resources Corp.,UDR,2024-03-14T16:18:49-04:00,NGL Expansion Project,Expansion of natural gas liquids production capabilities in the Marcellus Shale region.
Udraco Inc.,UDR,2023-10-26T16:18:54-04:00,Uradex 1000,Oral suspension for the treatment of infantile spasm
United Airlines Holdings, Inc.,UAL,2024-11-28T14:16:02-05:00,Streamliner 787-9,New sustainable streamliner designed for efficient long-haul flights
Nordson Corporation,NORD,2023-06-13T09:07:52-04:00,Epson SureColor P800,Photo printer for photographers and artists
United Parcels Service Co. Inc.,UNP,2023-02-27T09:13:26-05:00,EcoCycle,A new line of eco-friendly shipping containers
Unilever PLC,ULF,2023-02-21T16:10:18-05:00,Irn-Bru Zero Sugar,New zero-sugar version of Irn-Bru soft drink.
Delta Air Lines, Inc.,UAL,2024-07-17T16:00:08-04:00,Delta Air Lines, Inc. Announces the Launch of New Regional Jet Aircraft and Enhanced Inflight Experience,new regional jet aircraft with enhanced inflight experience features
United Airlines Holdings Inc.,UAL,2024-03-04T16:20:45-05:00,Ultraviolet Light Cleaning Technology for Aircraft,Enhanced air purification system to reduce airborne pathogens and improve passenger health.
UPS,UPS,2023-10-26T06:03:43-04:00,Electrification of the UPS Freight fleet with electric and hybrid vehicles.,Expansion of electrified vehicle offerings to reduce greenhouse gas emissions.
UPS,UPS,2022-10-25T06:09:46-04:00,Electric Vehicle Services,Expansion of UPS’s e-Last Mile Solution to include electric vehicles
URI Technologies Corp.,URI,2025-02-12T09:17:44-05:00,NeuroCore 2.0,Advanced neurofeedback platform for enhanced cognitive performance.
United Internet AG,UIPN,2024-11-15T10:00:35-05:00,E-Home Network Solution,Expansion of broadband and telecommunications services to remote areas.
United Rentals, Inc.,RNT,2024-05-09T16:25:25-04:00,IntelliRig 6.0,A new line of electric and hybrid construction equipment
Udacity, Inc.,UDAX,2024-02-12T08:53:05-05:00,Candela,Candela is a new AI-powered course platform designed to help students acquire in-demand skills.
URGI Technologies Inc.,URI,2024-01-24T16:29:18-05:00,Quantum AI Chip,High-performance computing solution for artificial intelligence applications.
URI,URI,2023-10-25T16:35:45-04:00,Nova 2.0,Next-generation, AI-powered, compact solar panel for consumer and commercial markets.
Unum Group Inc.,UNH,2024-05-09T16:04:04-04:00,UnumGroup's New Life Insurance Product, 'MyLife', Launches in All 50 US States,A simple, affordable life insurance product for individuals and families
Hilton Worldwide Holdings Inc.,HLT,2022-02-28T14:01:21-05:00,Everbach Hotel,new hotel in Austin, Texas
Hannon Armstrong Sustainable Infrastructure Capital Inc.,HASI,2022-12-01T14:00:00-05:00,Sustainability Impact Calculator,A new calculator to measure the environmental impact of renewable energy projects.
United Health Group Incorporated,UHS,2025-03-20T16:15:12-04:00,MyHealthFirst,Portable, wearable device for remote health monitoring and engagement
UHS Holdings Inc.,UHS,2024-10-01T08:31:30-04:00,Vitafusion Gummies for Kids,New line of gummies in fun fruit flavors with 100% daily vitamin D and calcium.
UHS,UHS,2023-10-26T08:40:53-04:00,Zynquista for Pediatric Eosinophilic Syndrome,New treatment option for rare pediatric disease, submitted for FDA approval
Valero Energy Corporation,VLO,2025-02-06T17:21:49-05:00,Advanced Low-Carbon Fuels,New low-carbon fuels solutions to help customers meet evolving regulations and reduce emissions.
VLO,VLO,2023-10-26T08:19:20-04:00,EQT Gas Pipeline,Enhanced equity offering for EQT Gas Pipeline, LLC
Valero Energy Corporation,VLO,2023-09-15T16:10:58-04:00,Enhanced Renewable Diesel,a high-performance, low-carbon renewable diesel fuel
Valero Energy Corporation,VLO,2023-07-21T17:00:31-04:00,Ultra Low Sulfur Diesel,Expanded distribution of Ultra Low Sulfur Diesel (ULSD) across the US West Coast and Hawaii
Ocularis Inc.,VLTO,2024-10-23T16:30:32-04:00,LUX-101 for Glaucoma,Phase 3 clinical trial results announced for new treatment option for glaucoma patients.
ValeoEnvision Inc.,VLTO,2024-05-21T16:26:19-04:00,Lumina - Next Generation Lamps,Next generation of energy-efficient lamps using proprietary technology
Velo3D Inc.,VLTO,2024-02-06T16:32:59-05:00,Metal 3D Printing System for Aerospace Industry,New metal 3D printing system designed for aerospace industry applications.
Velo3D Ltd.,VLTO,2023-12-20T08:31:33-05:00,Velox 2.0,High-volume metal printing solution
VLTS Inc.,VLTO,2023-12-15T17:01:04-05:00,NeuroPro 2.0,Advanced brain-computer interface
ValeoEntertainment Inc,VLTO,2023-11-03T09:09:44-04:00,Velo,Artificial Intelligence based, voice controlled smart glasses for gaming and entertainment.
ValeoLife Inc.,VLTO,2023-10-12T08:58:44-04:00,Vega2,Portable oxygen generator
VeloCloud, Inc.,VLTO,2023-10-02T16:31:04-04:00,New Release of VeloCloud Cloud@Edge 6.2.1,Updated platform for edge computing and security management
Vivify Life Sciences, Inc.,VLTO,2023-09-19T16:31:39-04:00,Aduhelm for NADH Deficiency,Nuvigil and Adderall XR to treat NADH deficiency.
VMware, Inc.,VMW,2024-08-05T09:29:15-04:00,vSphere Cloud Ransomware Response,A cloud-native ransomware response solution for vSphere environments.
NVIDIA Corporation,NVDA,2024-02-15T16:34:58-05:00,Artificial Intelligence Technology,Next-generation AI technology for edge computing applications.
VMware,VMW,2023-10-26T16:07:46-04:00,VMware Carbon Black Cloud,Cloud-delivered endpoint protection and incident response solution
VRSN,VRSN,2023-06-30T16:05:30-04:00,Verge Gen 2,Next-generation gaming PC
VRSK,VRSK,2023-05-23T16:08:00-04:00,X5 Carbon Fiber Skateboard,New X5 carbon fiber skateboard design with improved performance and durability
